 order_id, shop_id, shop_category,-, user_historical_order,status, pay_type,original_price,price_after_restaurant_promotion,realpay_price, total_delivery_price, ata, eta, coupon_batch_id
a4106,6500,Tortas,8642,17,Completed,2,9500,9750,6650,3100,53,54,55226616
a3929,6500,Tortas,8638,2,Completed,2,9500,8850,6195,2200,33,34,55226914
a4102,5100,Tortas,9472,1,Completed,2,6500,8700,1700,2200,33,34,55223770
a2282,8400,Tortas,2957,3,Completed,2,16000,11800,9600,2200,32,33,55222722
a1032,1800,Tortas,7805,3,Completed,2,18500,11950,10150,1800,28,29,55226944
a4962,5100,Tortas,3098,1,Completed,2,5000,6800,0,1800,20,21,55223770
a1428,0,Antojitos,4725,4,Completed,2,14200,18300,17300,4100,54,56,55226620
a2723,7500,Antojitos,6763,14,Completed,1,6000,7800,7800,1800,33,35,null
a1235,700,Antojitos,6906,2,Completed,2,22900,24700,23700,1800,21,23,55226620
a1091,6200,Arroz,7371,1,Completed,1,43100,25600,21600,0,33,35,55226840
a3696,4900,Burger,5221,4,Completed,2,15800,15740,15740,3100,56,58,null
a1379,700,Burger,6005,1,Completed,2,15000,10300,3300,2800,51,53,55223770
a3017,9300,Burger,5049,6,Completed,1,23700,15550,11850,3700,50,52,55220878
a1696,9800,Burger,9323,15,Completed,2,8900,11700,2200,2800,48,50,55226352
a2466,900,Burger,8280,1,Completed,1,27700,30900,26900,3200,48,50,55226840
a5097,6900,Burger,1579,5,Completed,2,38300,31940,31940,0,44,46,null
a1772,9100,Burger,2751,16,Completed,1,21100,23100,21100,2000,41,43,55220888
a3039,9300,Burger,3538,5,Completed,2,26600,15100,15100,1800,41,43,null
a3295,8800,Burger,5301,8,Completed,2,24800,17080,14880,2200,41,43,55226616
a3637,9700,Burger,6426,16,Completed,1,31800,18500,18500,2600,41,43,null
a3985,9700,Burger,8594,5,Completed,1,15900,10450,10450,2500,41,43,null
a1960,5700,Burger,464,8,Completed,1,14700,16900,11900,2200,39,41,55179738
a3486,9300,Burger,3007,9,Completed,1,64500,34050,34050,1800,35,37,null
a4075,7800,Burger,7913,1,Completed,2,31300,33500,28000,2200,35,37,55226842
a1860,700,Burger,8748,13,Completed,1,15100,11000,11000,0,33,35,null
a3398,7800,Burger,7608,1,Completed,2,30500,32500,28500,2000,33,35,55226840
a4391,6600,Burger,4128,3,Completed,1,42500,44300,44300,1800,33,35,null
a2244,7300,Burger,5637,7,Completed,1,11500,7250,7250,1500,32,34,null
a3769,9700,Burger,7184,11,Completed,2,31800,17700,15900,1800,29,31,55226944
a4462,6200,Burger,7464,6,Completed,1,39100,40600,39100,1500,23,25,55226616
a1180,4000,Burrito,9028,11,Completed,1,73400,47140,47140,3100,46,48,null
a4315,4600,Burrito,7621,5,Completed,1,29300,19680,19680,2100,41,43,null
a3126,1000,Burrito,9049,1,Completed,2,9000,7800,800,1800,30,32,55223770
a2574,7100,Chilaquiles,6076,4,Completed,2,9100,11000,11000,3100,40,42,null
a5267,1200,Chilaquiles,1393,7,Completed,1,29400,22880,22880,2300,39,41,null
a2338,7400,Chilaquiles,6497,7,Completed,1,13200,16300,13200,3100,33,35,55220882
a1710,9200,Chilaquiles,3724,2,Completed,2,15000,10550,8250,2300,29,31,55226944
a5489,9200,Chilaquiles,1528,15,Completed,2,9400,11200,11200,1800,29,31,null
a1370,6600,Chilaquiles,5496,11,Completed,1,23500,25500,25500,2000,26,28,null
a2938,6100,Coffee,9876,null,Completed,2,12000,9200,6600,2600,38,40,55226944
a3032,6400,Coffee,5028,12,Completed,2,22500,20500,20500,2500,34,36,null
a3718,6400,Coffee,4022,5,Completed,1,10000,8200,8200,1800,25,27,null
a5172,6200,Dessert,6655,1,Completed,1,13000,16100,12100,3100,57,59,55226840
a4253,1900,Dessert,3630,1,Completed,2,24000,15700,10200,3700,47,49,55226842
a2722,5200,Dessert,5955,8,Completed,1,35600,23560,23560,2200,46,48,null
a4837,5000,Dessert,6012,4,Completed,1,13700,14445,11645,2800,43,45,55226616
a2129,5200,Dessert,9407,2,Completed,2,14100,10660,8460,2200,41,43,55226944
a2950,4400,Dessert,5708,2,Completed,1,23800,19760,16660,3100,38,40,55226944
a2758,2500,Dessert,5060,13,Completed,2,22500,15800,15800,2300,37,39,null
a2815,1900,Dessert,3749,13,Completed,2,8000,5800,5800,1800,37,39,null
a1140,200,Dessert,9040,11,Completed,1,35500,37600,37600,2100,31,33,null
a1650,5400,Dessert,4630,1,Completed,2,12900,11820,7820,1500,24,26,55226840
a4626,100,Dessert,5031,1,Completed,2,8500,7000,1000,1500,19,21,55222670
a3963,2600,Gorditas,2302,2,Completed,1,18000,20200,20200,2200,31,33,null
a5223,100,Gorditas,8561,12,Completed,1,21200,21800,21800,2100,28,30,null
a3782,3500,Gringas,5814,7,Completed,1,11500,13300,3800,1800,27,29,55226348
a2509,1900,Ice Creame,5159,2,Completed,1,15000,17300,15000,2300,52,54,55226616
a3461,400,Ice Creame,953,3,Completed,2,36000,37800,36000,1800,30,32,55226944
a5380,6400,Meat,9226,19,Completed,1,10900,9340,9340,2800,37,39,null
a4095,7500,Pizza,205,12,Completed,1,33500,36300,35300,2800,48,50,55226620
a4967,7400,Pizza,8434,2,Completed,1,62000,33300,27300,2300,48,50,55220392
a1763,7400,Pizza,1496,1,Completed,2,35000,20000,13000,2500,46,48,55223770
a2504,5600,Pizza,428,1,Completed,2,15000,18100,18100,3100,43,45,null
a2661,5000,Pizza,2340,10,Completed,1,28900,23330,23330,2500,43,45,null
a4802,5600,Pizza,5745,10,Completed,1,55600,31550,29250,2300,42,44,55220882
a3713,7400,Pizza,1101,5,Completed,1,31000,18700,18700,3200,41,43,null
a2145,7800,Pizza,1594,6,Completed,1,23700,26800,26800,3100,39,41,null
a3559,8300,Pizza,2530,10,Completed,1,37800,40500,40500,2700,38,40,null
a2998,1700,Pizza,6144,5,Completed,2,26800,21900,20100,1800,35,37,55226944
a2529,5400,Pizza,7364,2,Completed,2,13500,9900,400,1800,34,36,55226350
a4576,4600,Pizza,3397,6,Completed,1,48900,31640,31640,2300,34,36,null
a3798,4600,Pizza,733,3,Completed,1,19800,14680,13680,2800,30,32,55226620
a4176,1300,Pizza,7415,16,Completed,1,42400,44200,44200,1800,30,32,null
a3284,8500,Pollo,2451,10,Completed,1,38300,21950,20950,2800,43,45,55226620
a1194,9600,Postry,9675,6,Completed,1,3999,6799,6799,2800,40,42,null
a4790,5100,Pozole,3064,2,Completed,2,12000,13900,10800,3100,49,51,55226944
a1039,900,Pozole,4742,3,Completed,2,30400,20540,18240,2300,39,41,55226944
a3439,5100,Pozole,5386,5,Completed,2,27500,21050,11550,1800,33,35,55226350
a4426,8500,Pozole,5107,3,Completed,1,16000,18100,18100,2100,32,34,null
a3007,6400,Pozole,1817,2,Completed,1,37800,39600,39600,1800,31,33,null
a4332,6000,Pozole,7476,12,Completed,1,16000,18500,16000,2500,31,33,55220894
a5359,7300,Quesadillas,1784,2,Completed,1,16200,9900,8900,1800,26,28,55226620
a3537,4700,Salad,3805,17,Completed,1,14600,17700,17700,3100,38,40,null
a1064,0,Sandwiches,7862,6,Completed,1,17500,20100,16080,2600,41,43,55179736
a2906,500,Seafood,690,27,Completed,1,56000,30100,25100,2100,35,37,55179736
a5098,2700,Seafood,3477,70,Completed,1,19500,21300,21300,1800,34,36,null
a4468,500,Seafood,5776,6,Completed,1,24500,14050,4550,1800,33,35,55226350
a3628,500,Seafood,5442,24,Completed,1,24000,13500,13500,1500,26,28,null
a3028,6600,Snacks,7217,12,Completed,1,25700,20720,14504,1800,37,39,55192700
a4236,9500,Snacks,253,9,Completed,1,14900,13720,11920,1800,25,27,55222722
a3188,7700,Soup,9014,18,Completed,1,20000,12100,12100,2100,37,39,null
a1150,4300,Sushi,2854,2,Completed,1,8000,11100,7770,3100,53,55,55226914
a3274,8900,Sushi,1215,4,Completed,2,17500,12250,8750,3500,52,54,55226944
a2576,300,Sushi,6112,19,Completed,1,57000,25900,16400,3100,43,45,55226352
a3818,9700,Sushi,56,8,Completed,2,25400,27500,26500,2100,43,45,55226620
a2484,4500,Sushi,5738,11,Completed,1,18500,11563,8463,3100,40,42,55226616
a4008,4000,Sushi,7814,4,Completed,1,16500,9625,9625,2200,40,42,null
a5390,8300,Sushi,4076,5,Completed,1,22100,11550,11550,0,40,42,null
a4145,1200,Sushi,9336,2,Completed,1,84700,45450,45450,3100,35,37,null
a4295,9000,Sushi,9953,5,Completed,2,17100,18900,9400,1800,32,34,55226348
a2958,1200,Sushi,7859,1,Completed,1,38200,22200,12700,3100,30,32,55226352
a3422,8300,Sushi,4342,6,Completed,2,38100,27550,27550,0,27,29,null
a3633,8300,Sushi,669,13,Completed,2,32800,16400,16400,0,27,29,null
a5110,3700,Sushi,8815,31,Completed,1,17500,19000,19000,1500,27,29,null
a2272,3100,Sushi,9299,8,Completed,1,18200,20000,20000,1800,26,28,null
a1417,9100,Tacos,8653,14,Completed,1,13500,11800,11800,3700,57,59,null
a3250,2600,Tacos,163,13,Completed,2,19500,14400,4900,2700,57,59,55226350
a2540,9100,Tacos,5734,10,Completed,1,13500,11300,11300,3200,47,49,null
a5123,6200,Tacos,8659,2,Completed,1,26000,28300,28300,2300,41,43,null
a3009,4500,Tacos,7319,26,Completed,2,15000,17600,15000,2600,36,38,55226616
a2786,5800,Tacos,7730,1,Completed,1,35700,23220,17720,1800,34,36,55226842
a5400,2500,Tacos,9523,32,Completed,2,12300,14100,12300,1800,34,36,55220888
a3787,300,Tacos,4922,1,Completed,2,25000,27600,23600,2600,32,34,55226840
a4490,3000,Tacos,378,2,Completed,2,33200,29060,19560,2500,32,34,55226350
a5363,3000,Tacos,5446,14,Completed,2,18000,18200,18200,3700,32,34,null
a3861,9600,Tacos,1673,23,Completed,1,20200,20200,20200,0,31,33,null
a5330,9600,Tacos,9252,32,Completed,1,43800,43800,43800,0,31,33,null
a5354,9800,Tacos,8994,3,Completed,2,22200,21720,18020,3700,30,32,55226944
a2327,2600,Tacos,5502,10,Completed,1,19700,21900,21900,2200,28,30,null
a4536,9800,Tacos,6987,2,Completed,1,32100,27880,18380,2200,28,30,55226348
a5058,5700,Tacos,609,18,Completed,1,60000,32250,32250,1500,26,28,null
a3639,3000,Tacos,6333,8,Completed,2,6800,7240,5440,1800,24,26,55226944
a1043,9500,Tacos,7342,17,Completed,1,14000,9500,8000,1500,23,25,55220878
a4465,3000,Tacos,2759,3,Completed,2,18700,17160,17160,2200,23,25,null
a4761,9600,Tacos,343,1,Completed,2,5200,7000,0,1800,23,25,55223770
a4881,6500,Tacos,266,1,Completed,2,9000,10500,3500,1500,21,23,55223770
a4972,6500,Tortas,9017,1,Completed,2,7000,7000,0,2600,40,42,55223770
a3182,5800,Tortas,3346,13,Completed,1,1900,4700,1900,2800,34,36,55220894
a1143,1800,Tortas,808,3,Completed,2,32500,18050,8550,1800,32,34,55226352
a1387,3700,Tortas,5530,10,Completed,2,9800,10260,10260,1800,23,25,null
a2489,3000,Wings,1329,4,Completed,1,44800,29680,26880,2800,54,56,55226944
a1793,8300,Wings,6743,3,Completed,1,45600,38880,37880,2400,43,45,55226620
a1220,7800,Wings,6306,1,Completed,1,14400,16600,12600,2200,40,42,55226840
a2243,200,Antojitos,6123,7,Completed,2,27000,27000,27000,0,44,47,null
a4608,6800,Antojitos,1571,1,Completed,2,28300,21300,11300,2200,43,46,55226494
a1611,7500,Antojitos,4708,72,Completed,1,16000,17800,17800,1800,34,37,null
a1693,2100,Antojitos,9654,1,Completed,1,8700,10900,2900,2200,34,37,55226502
a2583,3000,Arroz,5898,4,Completed,2,8000,8400,7400,2800,38,41,55226620
a4528,7500,Bakery,2469,5,Completed,1,7150,9750,9750,2600,39,42,null
a4466,8200,Bakery,8708,8,Completed,1,49700,51700,51700,2000,32,35,null
a3672,9600,Birria,4737,4,Completed,2,19000,22100,22100,3100,32,35,null
a1243,7100,Birria,5691,50,Completed,2,18000,16200,16200,1800,28,31,null
a3069,7400,Birria,2801,5,Completed,2,17400,11700,11700,1800,26,29,null
a2710,8100,Burger,9608,1,Completed,1,18900,18720,14720,2800,50,53,55226840
a1352,3700,Burger,9185,3,Completed,2,29000,16700,14500,2200,42,45,55222722
a2658,7100,Burger,6651,1,Completed,2,9600,11700,4700,2100,41,44,55223770
a4081,1300,Burger,8304,1,Completed,1,11700,14800,4800,3100,41,44,55226494
a4003,6700,Burger,4041,12,Completed,1,19000,13900,4400,2500,40,43,55226350
a1597,5000,Burger,5042,11,Completed,1,16400,15520,12416,2100,33,36,55179736
a1754,200,Burger,9661,6,Completed,1,26000,17400,15600,1800,31,34,55222722
a1210,9900,Burger,3082,1,Completed,2,29900,31700,31700,1800,30,33,null
a5021,9000,Burger,4172,13,Completed,1,8000,5800,5800,1800,30,33,null
a1339,7100,Burger,3787,16,Completed,2,20400,22200,20400,1800,29,32,55226944
a1560,7700,Burger,3024,24,Completed,1,13000,8950,7150,1800,29,32,55220892
a2067,7700,Chilaquiles,287,8,Completed,1,15000,16800,16800,1800,38,41,null
a1774,2700,Chilaquiles,2077,3,Completed,1,18000,21100,21100,3100,36,39,null
a1170,9200,Chilaquiles,7973,11,Completed,2,37400,38430,38430,2200,35,38,null
a4676,1200,Chilaquiles,6702,4,Completed,1,17600,14120,4620,1800,35,38,55226348
a4806,5200,Chilaquiles,2836,5,Completed,2,6500,7000,7000,1800,30,33,null
a5046,1200,Chilaquiles,2059,12,Completed,2,15100,12570,12570,2000,30,33,null
a5015,1200,Chilaquiles,6793,1,Completed,1,17800,15310,5310,1800,27,30,55226494
a3916,6400,Coffee,7704,2,Completed,1,53500,46000,45000,2400,37,40,55226620
a2762,4700,Coffee,288,4,Completed,1,25200,27000,27000,1800,35,38,null
a2074,5200,Dessert,8883,2,Completed,1,31850,22610,22610,3500,59,62,null
a4428,6900,Dessert,180,2,Completed,1,13500,17200,17200,3700,47,50,null
a4241,1900,Dessert,6852,5,Completed,2,23000,15200,11500,3700,46,49,55226616
a1195,100,Dessert,9572,1,Completed,2,10000,8100,3100,3100,44,47,55226844
a1079,100,Dessert,594,1,Completed,2,5000,7100,100,2100,37,40,55223770
a2845,4500,Dessert,6107,5,Completed,1,10500,13100,3600,2600,36,39,55226352
a1204,100,Dessert,4819,2,Completed,1,12500,9300,9300,1800,35,38,null
a4864,1900,Dessert,4292,8,Completed,1,8000,6200,6200,2200,33,36,null
a5000,1400,Dessert,8850,3,Completed,2,13000,13800,13800,2300,33,36,null
a3574,5000,Dessert,7259,5,Completed,1,25900,27700,25900,1800,27,30,55226944
a4787,6200,Dessert,341,11,Completed,1,38000,39800,38000,1800,21,24,55226616
a3122,2100,Drinks,7021,24,Completed,1,4500,6300,6300,1800,32,35,null
a3356,7700,Gorditas,1386,4,Completed,1,10000,6800,6800,1800,17,20,null
a4666,3500,Gringas,9397,9,Completed,2,8700,10500,10500,1800,30,33,null
a4936,3500,Gringas,9525,1,Completed,1,17600,18200,12700,2100,29,32,55226842
a1667,5600,Juice,5543,3,Completed,2,24300,26900,17400,3100,42,45,55226350
a4913,6800,Juice,2038,75,Completed,2,13500,13600,13600,2800,42,45,null
a1812,6600,Pizza,866,7,Completed,2,30000,23800,23800,2800,47,50,null
a1661,6400,Pizza,4157,22,Completed,2,19900,22400,22400,2500,44,47,null
a5160,8600,Pizza,4356,15,Completed,1,15400,12795,9595,3200,44,47,55226616
a5012,8000,Pizza,9409,14,Completed,1,23400,26000,26000,2600,43,46,null
a1919,6000,Pizza,350,1,Completed,1,29700,32200,27100,2500,37,40,55226850
a5006,5600,Pizza,9651,4,Completed,1,16900,10550,1050,2100,35,38,55226350
a1506,6000,Pizza,5900,1,Completed,2,10100,11900,7900,1800,30,33,55226840
a3826,9300,Pollo,8302,6,Completed,1,14000,16500,11550,2500,37,40,55178070
a2469,6100,Pollo,286,4,Completed,1,40500,24275,24275,2000,35,38,null
a4273,5100,Pozole,3926,1,Completed,2,6900,9310,2310,3100,39,42,55223770
a5080,6400,Pozole,961,10,Completed,1,21600,24800,24800,3200,38,41,null
a5102,6000,Pozole,574,13,Completed,1,31500,33800,31500,2300,33,36,55220888
a2861,4900,Pozole,7367,9,Completed,1,37900,32320,30320,2000,32,35,55226944
a5130,7300,Quesadillas,8982,2,Completed,2,13200,10100,10100,3500,42,45,null
a4758,7300,Quesadillas,4588,12,Completed,1,12000,8200,6000,2200,39,42,55220880
a3626,7300,Quesadillas,5244,23,Completed,2,21000,12700,12700,2200,38,41,null
a5199,1700,Seafood,10,13,Completed,1,36000,38000,38000,2000,37,40,null
a3612,7700,Seafood,9951,1,Completed,1,16500,12000,6500,2100,36,39,55226842
a5039,1400,Snacks,8209,4,Completed,1,31850,34950,31850,3100,47,50,55226944
a2847,400,Snacks,4498,1,Completed,2,13000,9300,5300,1500,23,26,55226840
a3355,5000,Soup,9913,8,Completed,1,15000,11600,2100,2600,43,46,55226350
a4061,5000,Soup,7148,1,Completed,1,37800,24680,14680,2000,38,41,55226494
a3222,7700,Soup,8517,17,Completed,1,18000,11000,11000,2000,34,37,null
a1200,1000,Soup,7577,6,Completed,1,31000,19500,17500,2000,30,33,55220878
a3692,2300,Sushi,9737,7,Completed,1,11000,12800,11800,1800,46,49,55226620
a1342,4500,Sushi,7342,18,Completed,1,72500,34800,34800,0,45,48,null
a4173,3200,Sushi,5337,8,Completed,2,32800,18800,18800,2400,44,47,null
a5222,4000,Sushi,1328,1,Completed,2,27000,14550,14550,2400,44,47,null
a1666,1600,Sushi,8131,3,Completed,2,23000,24800,23000,1800,42,45,55222722
a3906,3200,Sushi,5520,1,Completed,2,21100,13050,6050,2500,41,44,55223770
a3765,1600,Sushi,8073,3,Completed,2,12000,11300,11300,2100,37,40,null
a3920,2700,Sushi,3804,2,Completed,1,19900,12150,9950,2200,37,40,55226944
a5321,2300,Sushi,3392,3,Completed,2,11000,13000,3500,2000,36,39,55226350
a4887,2300,Sushi,1135,6,Completed,1,13000,14100,12000,2100,35,38,55226616
a2641,4500,Sushi,9815,5,Completed,1,20000,14972,13972,2200,32,35,55226620
a4084,1200,Sushi,2587,18,Completed,1,27600,17500,8000,3700,32,35,55226352
a4896,2300,Sushi,8356,4,Completed,1,18500,18200,16000,2200,28,31,55226944
a5170,8800,Sushi,9166,4,Completed,2,26000,14800,13000,1800,25,28,55222722
a4059,5000,Tacos,9360,8,Completed,1,8800,12500,3000,3700,52,55,55226350
a2165,8200,Tacos,4287,6,Completed,1,12000,15700,12000,3700,45,48,55226944
a4275,7500,Tacos,5108,25,Completed,1,14500,16900,16900,2400,37,40,null
a4063,9600,Tacos,1107,4,Completed,2,20800,20800,11300,0,36,39,55226348
a4871,1100,Tacos,6985,24,Completed,1,22300,24500,22300,2200,36,39,55226616
a1716,4500,Tacos,2978,9,Completed,1,6500,8900,8900,2400,34,37,null
a2941,6500,Tacos,1375,3,Completed,1,12000,14400,12000,2400,32,35,55226944
a3178,3600,Tacos,997,26,Completed,2,13000,15300,15300,2300,31,34,null
a3614,6500,Tacos,6250,5,Completed,1,53500,55500,49500,2000,29,32,55220392
a5283,6500,Tacos,7261,21,Completed,1,26500,28500,26500,2000,28,31,55226660
a1119,9500,Tacos,7311,1,Completed,2,11300,7450,450,1800,27,30,55223770
a5295,9300,Tacos,2727,1,Completed,2,10000,7800,2700,1800,27,30,55226850
a4147,9300,Tacos,5301,6,Completed,2,25600,17160,17160,1800,26,29,null
a3062,5700,Tacos,1081,1,Completed,2,25000,9000,2000,1500,24,27,55223770
a1617,6200,Tacos,161,1,Completed,2,5600,7100,100,1500,22,25,55223770
a4957,9600,Tacos,6750,1,Completed,2,5200,7000,0,1800,20,23,55223770
a3984,9800,Tacos,1911,45,Completed,1,23500,20600,20600,1800,18,21,null
a2813,3000,Tacos,384,1,Completed,1,40000,33500,23500,1500,17,20,55226494
a5482,600,Tacos,9176,7,Completed,1,8000,9500,9500,1500,17,20,null
a5055,7500,Tortas,9242,9,Completed,2,22300,23700,23700,3900,54,57,null
a4477,5100,Tortas,7149,1,Completed,1,26500,28600,18600,2100,41,44,55226494
a2989,7500,Tortas,7376,4,Completed,1,8900,8900,8900,2500,40,43,null
a2684,8400,Tortas,997,2,Completed,1,24200,17320,14520,2800,37,40,55226616
a3600,5100,Tortas,153,11,Completed,1,4500,7600,7600,3100,34,37,null
a5483,6800,Tortas,871,1,Completed,1,12900,15000,11000,2700,34,37,55226840
a3675,1700,Wings,4314,8,Completed,1,20250,23350,23350,3100,53,56,null
a2266,1000,Wings,2424,2,Completed,2,34000,18800,17000,1800,30,33,55226944
a4902,6800,Antojitos,2937,4,Completed,2,29700,29900,26200,3700,46,50,55220894
a3682,3600,Antojitos,2477,2,Completed,2,30000,30100,30100,3100,40,44,null
a3956,6800,Antojitos,3273,13,Completed,1,47000,25900,23500,2400,37,41,55220888
a1401,200,Antojitos,8794,4,Completed,1,20600,20600,20600,0,36,40,null
a1727,7600,Antojitos,3418,1,Completed,2,3000,5600,500,3100,34,38,55226850
a2561,200,Antojitos,1125,10,Completed,2,2400,4200,2400,1800,33,37,55220884
a2581,6800,Arroz,3577,4,Completed,1,31500,34300,34300,2800,41,45,null
a2322,3000,Arroz,9217,13,Completed,1,29000,19400,19400,1800,30,34,null
a2553,6800,Bakery,5468,6,Completed,1,53100,45180,42480,2700,32,36,55226944
a2127,6800,Bakery,7010,3,Completed,1,44100,37080,35280,1800,31,35,55226944
a1213,6800,Bbq,1815,1,Completed,1,11000,13700,9700,2700,61,65,55226840
a1011,3000,Burger,4814,1,Completed,1,26000,16200,10700,3200,45,49,55226842
a2933,9000,Burger,6977,5,Completed,1,30600,18400,18400,3100,45,49,null
a3651,9000,Burger,443,3,Completed,2,17600,12500,12500,3700,44,48,null
a4048,2600,Burger,9135,58,Completed,2,12700,10420,10420,2800,44,48,null
a1736,700,Burger,9605,4,Completed,1,42500,13750,13750,0,40,44,null
a2726,3800,Burger,5026,11,Completed,1,23200,20200,10700,2800,40,44,55226352
a1873,6200,Burger,943,5,Completed,2,12500,14800,12500,2300,38,42,55220894
a5255,9500,Burger,3879,4,Completed,1,18600,17180,17180,2100,38,42,null
a2346,5000,Burger,7088,7,Completed,1,27100,21894,21894,0,37,41,null
a2290,9100,Burger,2302,13,Completed,1,14400,16500,14400,2100,34,38,55220886
a4132,6700,Burger,423,8,Completed,1,26200,18120,15720,2400,34,38,55220886
a5257,4900,Burger,3317,6,Completed,1,26000,23600,23600,2200,34,38,null
a4436,7600,Burger,5251,7,Completed,2,18900,11750,11750,2300,33,37,null
a2964,100,Burger,2653,27,Completed,1,22600,20330,20330,2200,31,35,null
a2164,9100,Burger,53,29,Completed,1,11400,13200,11400,1800,28,32,55220890
a5032,7800,Burger,6192,4,Completed,2,17700,19200,9700,1500,28,32,55226348
a3158,4300,Burger,4765,2,Completed,2,28900,27400,27400,0,20,24,null
a4280,1300,Burrito,3633,3,Completed,2,11300,8580,6780,1800,26,30,55222722
a4496,9800,Chilaquiles,4918,5,Completed,1,23800,20700,20700,2300,35,39,null
a1555,9200,Chilaquiles,37,7,Completed,1,18500,13790,13790,2400,32,36,null
a2736,7100,Chilaquiles,5756,6,Completed,1,9500,7850,4750,3100,31,35,55226616
a1940,8500,Chilaquiles,7931,13,Completed,2,17500,19500,19500,2000,29,33,null
a4779,1200,Chilaquiles,5973,15,Completed,1,9700,9040,6328,1800,29,33,55179738
a5309,1200,Chilaquiles,7291,4,Completed,2,28800,24720,22920,1800,25,29,55222722
a4863,3200,Chilaquiles,2504,4,Completed,1,13500,15300,15300,1800,24,28,null
a3095,4200,Chilaquiles,4106,11,Completed,1,30800,20480,18480,2000,20,24,55226616
a3554,6700,Coffee,934,32,Completed,2,10700,13800,13800,3100,47,51,null
a4085,6400,Coffee,407,1,Completed,2,5100,6440,0,2200,28,32,55223770
a3821,6100,Coffee,1321,18,Completed,1,24000,14800,10360,1800,22,26,55192700
a3668,0,Dessert,243,2,Completed,2,12300,14500,11500,2200,37,41,55226926
a4910,1300,Dessert,7590,19,Completed,2,25000,14900,14900,2400,34,38,null
a4354,7200,Dessert,9799,2,Completed,1,21000,22800,12800,1800,31,35,55179740
a1596,5400,Dessert,4142,2,Completed,1,20200,18800,16600,2200,30,34,55226944
a2283,5400,Dessert,9047,6,Completed,1,7900,8620,6420,2200,30,34,55220894
a3031,8300,Dessert,2081,3,Completed,1,22100,24500,24500,2400,28,32,null
a4317,1300,Dessert,7798,3,Completed,2,20000,11500,10000,1500,22,26,55220884
a4891,6200,Dessert,531,8,Completed,2,30400,32200,32200,1800,22,26,null
a3358,6100,Drinks,4952,1,Completed,1,20000,22300,18300,2300,39,43,55226840
a4049,5400,Drinks,2798,37,Completed,1,37500,21450,21450,2700,36,40,null
a4149,9700,Drinks,6647,3,Completed,1,9000,11200,11200,2200,26,30,null
a5115,9400,French Fries,6666,9,Completed,2,16000,17800,17800,1800,32,36,null
a1087,2800,French Fries,6261,10,Completed,2,12800,10760,7760,1800,31,35,55222680
a4644,2600,Gorditas,1361,3,Completed,2,8000,10200,8000,2200,28,32,55226944
a1656,8800,Gorditas,5689,2,Completed,1,7000,8300,5810,2300,27,31,55220392
a4410,2800,Gorditas,8378,6,Completed,2,19800,21600,21600,1800,22,26,null
a5031,3500,Gringas,9846,1,Completed,2,5500,6675,0,2000,30,34,55223770
a4237,3500,Gringas,5795,15,Completed,2,14800,15400,13900,1500,24,28,55220886
a4904,2800,Ice Creame,7174,1,Completed,2,28000,29800,24300,1800,20,24,55226842
a4136,2000,null,44,4,Completed,1,38800,41200,41200,2400,38,42,null
a1931,3600,Pasta,8654,7,Completed,1,9500,12300,2800,2800,36,40,55226348
a1006,1100,Pizza,7946,7,Completed,1,15500,14020,9814,4100,55,59,55192700
a3686,7400,Pizza,8568,15,Completed,1,44000,24700,22000,2700,46,50,55220888
a5165,4700,Pizza,7951,8,Completed,1,27800,29600,27800,1800,46,50,55226944
a1725,2600,Pizza,6026,15,Completed,2,12500,8650,8650,2400,37,41,null
a4730,4600,Pizza,2741,10,Completed,2,27500,19600,19600,3100,35,39,null
a4639,1100,Pizza,7324,2,Completed,2,28200,30000,28200,1800,34,38,55226944
a3215,4000,Pizza,8671,1,Completed,1,36700,27600,23600,800,33,37,55226840
a1967,2900,Pizza,2203,46,Completed,1,15900,12930,12930,1800,29,33,null
a4484,7800,Pollo,5973,3,Completed,2,13000,9900,7800,2100,47,51,55226944
a3605,9300,Pollo,8102,6,Completed,1,5000,7200,5000,2200,31,35,55220892
a4620,8300,Pollo,4187,7,Completed,2,12500,15100,5600,2600,30,34,55226348
a3596,8300,Pollo,7610,12,Completed,1,9900,12200,12200,2300,18,22,null
a3472,5100,Pozole,8663,3,Completed,2,19900,18220,18220,2300,41,45,null
a1576,4900,Pozole,3241,1,Completed,1,8100,10500,10500,2400,35,39,null
a4772,8500,Pozole,9582,2,Completed,2,10000,12300,2800,2300,33,37,55226348
a5121,4500,Pozole,3252,7,Completed,1,14200,17300,14200,3100,29,33,55220882
a3385,8500,Pozole,202,2,Completed,1,23000,24800,18800,1800,27,31,55220392
a4458,4900,Pozole,6348,7,Completed,1,13300,12240,10740,1500,22,26,55226616
a1834,7600,Quesadillas,3152,4,Completed,2,25740,18044,18044,2600,41,45,null
a4990,9500,Quesadillas,7385,20,Completed,1,11300,13100,13100,1800,32,36,null
a2835,7300,Quesadillas,6038,7,Completed,1,12600,8500,8500,2200,31,35,null
a4281,9500,Quesadillas,736,5,Completed,1,13800,15800,14800,2000,28,32,55226620
a4989,9500,Quesadillas,3078,6,Completed,2,17200,18700,18700,1500,21,25,null
a3050,1000,Salad,4848,1,Completed,2,11000,11050,5550,2800,36,40,55226842
a4152,7100,Seafood,4413,1,Completed,1,35800,34520,29020,2300,39,43,55226842
